#grid vmap ascii data
vmap_dims = 201 201 2
vmap_gridpoints = 199
vmap_equalspacing = 1
#from top to bottom, Xcord Ycord Zsurf1 Zsurf2 Zsurf3 Zsurf4
<vmap_anchor>
0.000000 0.000000 0.000000 -10000.000000
0.000000 50.000000 0.000000 -10000.000000
0.000000 100.000000 0.000000 -10000.000000
0.000000 150.000000 0.000000 -10000.000000
0.000000 200.000000 0.000000 -10000.000000
0.000000 250.000000 0.000000 -10000.000000
0.000000 300.000000 0.000000 -10000.000000
0.000000 350.000000 0.000000 -10000.000000
0.000000 400.000000 0.000000 -10000.000000
0.000000 450.000000 0.000000 -10000.000000
0.000000 500.000000 0.000000 -10000.000000
0.000000 550.000000 0.000000 -10000.000000
0.000000 600.000000 0.000000 -10000.000000
0.000000 650.000000 0.000000 -10000.000000
0.000000 700.000000 0.000000 -10000.000000
0.000000 750.000000 0.000000 -10000.000000
0.000000 800.000000 0.000000 -10000.000000
0.000000 850.000000 0.000000 -10000.000000
0.000000 900.000000 0.000000 -10000.000000
0.000000 950.000000 0.000000 -10000.000000
0.000000 1000.000000 0.000000 -10000.000000
0.000000 1050.000000 0.000000 -10000.000000
0.000000 1100.000000 0.000000 -10000.000000
0.000000 1150.000000 0.000000 -10000.000000
0.000000 1200.000000 0.000000 -10000.000000
0.000000 1250.000000 0.000000 -10000.000000
0.000000 1300.000000 0.000000 -10000.000000
0.000000 1350.000000 0.000000 -10000.000000
0.000000 1400.000000 0.000000 -10000.000000
0.000000 1450.000000 0.000000 -10000.000000
0.000000 1500.000000 0.000000 -10000.000000
0.000000 1550.000000 0.000000 -10000.000000
0.000000 1600.000000 0.000000 -10000.000000
0.000000 1650.000000 0.000000 -10000.000000
0.000000 1700.000000 0.000000 -10000.000000
0.000000 1750.000000 0.000000 -10000.000000
0.000000 1800.000000 0.000000 -10000.000000
0.000000 1850.000000 0.000000 -10000.000000
0.000000 1900.000000 0.000000 -10000.000000
0.000000 1950.000000 0.000000 -10000.000000
0.000000 2000.000000 0.000000 -10000.000000
0.000000 2050.000000 0.000000 -10000.000000
0.000000 2100.000000 0.000000 -10000.000000
0.000000 2150.000000 0.000000 -10000.000000
0.000000 2200.000000 0.000000 -10000.000000
0.000000 2250.000000 0.000000 -10000.000000
0.000000 2300.000000 0.000000 -10000.000000
0.000000 2350.000000 0.000000 -10000.000000
0.000000 2400.000000 0.000000 -10000.000000
0.000000 2450.000000 0.000000 -10000.000000
0.000000 2500.000000 0.000000 -10000.000000
